OBJECTID,STOPNAME,SHAPE,STOPID,STOPABBR,BENCH,SHELTER,ROUTES,COUNTY,LON,LAT
4041,MIFFLIN MEADOWS & ON SITE,"(39.087871000000064, -75.54727999999994)",361,MMED,1,0,117,,-75547280,39087871
4042,N MARKET ST @ RODNEY SQ,"(39.74605400000007, -75.54735299999999)",3687,MN10,1,0,"11, 12",,-75547353,39746054
4043,MARKET ST & OP 20TH ST,"(39.75176600000003, -75.54183499999994)",6,MN20,1,0,"9, 13, 31",,-75541835,39751766
4044,MARKET ST & 23RD ST,"(39.75314700000007, -75.53871099999998)",8,MN23,0,0,"13, 31",,-75538711,39753147
4045,MARKET ST & 25TH ST,"(39.75400200000007, -75.53683399999994)",3817,MN25,0,0,"13, 31",,-75536834,39754002
4046,MARKET ST & 26TH ST,"(39.75434400000006, -75.53588099999996)",9,MN26,0,0,"13, 31",,-75535881,39754344
4047,MARKET ST & 27TH ST,"(39.75497900000005, -75.53462999999994)",10,MN27,1,0,"13, 31",,-75534630,39754979
4048,MARKET ST & 29TH ST,"(39.75562600000006, -75.53316299999994)",11,MN29,0,0,"13, 31",,-75533163,39755626
4049,MARKET ST & 31ST ST,"(39.75658200000004, -75.53105599999998)",13,MN31,0,0,"13, 31",,-75531056,39756582
4050,MARKET ST & 35TH ST,"(39.75847300000004, -75.52699399999995)",16,MN35,0,0,"13, 31",,-75526994,39758473
4051,MARKET ST & 38TH ST,"(39.75948500000004, -75.52468899999997)",17,MN38,0,0,"13, 31",,-75524689,39759485
4052,MARKET ST & 40TH ST,"(39.76023600000008, -75.52307799999994)",18,MN40,0,0,"13, 31",,-75523078,39760236
4053,MARSH RD & OP BETTE RD,"(39.791638000000034, -75.50555299999996)",1512,MNBE,0,0,"11, 38",,-75505553,39791638
4054,MARSH RD & CREST RD,"(39.78749300000004, -75.50576099999995)",1511,MNCR,0,0,"11, 38",,-75505761,39787493
4055,MARSH RD & DURBORAW RD,"(39.810798000000034, -75.49637199999995)",1520,MNDU,0,0,"11, 38",,-75496372,39810798
4056,MILLCREEK RD & OP EVANSON RD,"(39.782272000000034, -75.69768899999997)",2013,MNEV,0,0,20,,-75697689,39782272
4057,MARSH RD OP FAITH PRES CH,"(39.78200100000004, -75.50610299999994)",1507,MNFA,0,0,"11, 38",,-75506103,39782001
4058,MILLCREEK RD & GRANT AVE,"(39.784542000000044, -75.69792999999999)",2014,MNGR,0,0,20,,-75697930,39784542
4059,MARSH RD & HARVEY RD,"(39.812415000000044, -75.49367499999994)",1521,MNHA,0,0,"11, 38",,-75493675,39812415
4060,MARKET ST & LEA BLVD,"(39.76129600000007, -75.52075099999996)",20,MNLE,1,0,"13, 31",,-75520751,39761296
4061,MARSH RD & OP MAYFIELD RD,"(39.79853300000008, -75.50515899999994)",1515,MNMA,0,0,"11, 38",,-75505159,39798533
4062,MOORES LN & MIDFIELD AVE S,"(39.68539300000003, -75.56765999999999)",1763,MNMI,0,0,15,,-75567660,39685393
4063,MOORES LANE & OP MONTPELIER BL,"(39.683985000000064, -75.56739699999997)",175,MNMO,0,0,15,,-75567397,39683985
4064,MARSH RD & NORTHWOOD RD,"(39.79256400000003, -75.50550699999997)",1513,MNNO,0,0,"11, 38",,-75505507,39792564
4065,MARSH RD & OP FORWOOD MANOR,"(39.80698400000006, -75.50056299999994)",144,MNOL,0,0,"11, 38",,-75500563,39806984
4066,MOORES LN & PIERSON PL,"(39.68739000000005, -75.56795899999997)",1764,MNPI,0,0,15,,-75567959,39687390
4067,MARSH RD & PLAZA III,"(39.80573100000004, -75.50173499999994)",1518,MNPL,0,0,"11, 38",,-75501735,39805731
4068,MARSH RD & ROWLAND PARK BVD,"(39.78351500000008, -75.50595099999998)",1508,MNRO,0,0,"11, 38",,-75505951,39783515
4069,MENDELL PL & SAIENNI BLVD,"(39.642011000000025, -75.62223799999998)",2284,MNSA,1,1,25,,-75622238,39642011
4070,MARSH RD & SILVERSIDE RD,"(39.80289800000003, -75.50434399999995)",1517,MNSI,0,0,"11, 38",,-75504344,39802898
4071,MARKET ST & TODDS LN,"(39.757592000000045, -75.52887299999998)",14,MNTO,0,0,"13, 31",,-75528873,39757592
4072,MARKET ST & VANDEVER AVE,"(39.75230400000004, -75.54067199999997)",7,MNVA,0,0,"13, 31",,-75540672,39752304
4073,MARSH RD & WASHINGTON ST,"(39.77409700000004, -75.50706099999996)",141,MNWA,0,0,11,,-75507061,39774097
4074,MARSH RD & OP WEBSTER DR,"(39.79487400000005, -75.50532899999996)",1514,MNWI,0,0,"11, 38",,-75505329,39794874
4075,MOUNTAIRE FARMS,"(38.60125900000003, -75.25984099999994)",3931,MOFM,0,0,"215, 902",,-75259841,38601259
4076,DEL RT 4 @ CREEKSIDE DR,"(39.712555000000066, -75.64634199999995)",3221,MRCR,1,0,5,,-75646342,39712555
4077,MARKET ST & A ST,"(39.73499900000007, -75.55507899999998)",1796,MS0A,0,0,"10, 13, 14, 16, 25",,-75555079,39734999
4078,MOORES LN & 12TH ST,"(39.67441400000007, -75.56219999999996)",1674,MS12,0,0,15,,-75562200,39674414
4079,MOORES LN & 14TH ST,"(39.67563900000005, -75.56358799999998)",1673,MS14,0,0,15,,-75563588,39675639
4080,MARKET ST & 19TH ST,"(39.75154100000003, -75.54260799999997)",818,MS19,0,0,"9, 13, 31",,-75542608,39751541
4081,MARKET ST & 22ND ST,"(39.75274100000007, -75.53989099999995)",815,MS22,0,0,"13, 31",,-75539891,39752741
4082,MARKET ST & 24TH ST,"(39.753746000000035, -75.53769999999997)",813,MS24,1,1,"13, 31",,-75537700,39753746
4083,MARKET ST & 26TH ST,"(39.75455000000005, -75.53586699999994)",811,MS26,0,0,"13, 31",,-75535867,39754550
4084,MARKET ST & 28TH ST,"(39.75522100000006, -75.53426499999995)",810,MS28,1,1,"13, 31",,-75534265,39755221
4085,MARKET ST & 29TH ST,"(39.755779000000075, -75.53312199999993)",809,MS29,0,0,"13, 31",,-75533122,39755779
4086,MARKET ST & 30TH ST,"(39.75637300000005, -75.53181599999994)",808,MS30,1,1,"13, 31",,-75531816,39756373
4087,MARKET ST & 31ST ST,"(39.756759000000045, -75.53097599999995)",807,MS31,0,0,"13, 31",,-75530976,39756759
4088,MARKET ST & 33RD ST,"(39.75785700000006, -75.52856499999996)",806,MS33,1,1,"13, 31",,-75528565,39757857
4089,MARKET ST & 36TH ST,"(39.75909000000007, -75.52589299999994)",804,MS36,0,0,"13, 31",,-75525893,39759090
4090,MARKET ST & 38TH ST,"(39.759704000000056, -75.52451399999995)",803,MS38,0,0,"13, 31",,-75524514,39759704
4091,MARKET ST & 40TH ST,"(39.760496000000046, -75.52283399999999)",802,MS40,0,0,"13, 31",,-75522834,39760496
4092,MARKET ST & 41ST ST,"(39.76079400000003, -75.52213899999998)",801,MS41,0,0,"13, 31",,-75522139,39760794
4093,MARSH RD & BETTE RD,"(39.79180300000007, -75.50568599999997)",1539,MSBE,0,0,"11, 38",,-75505686,39791803
4094,MARKET ST & CONCORD AVE,"(39.75237500000003, -75.54076499999996)",816,MSCO,1,1,"13, 31",,-75540765,39752375
4095,MARSH RD & CREST RD,"(39.78787900000003, -75.50587099999996)",1540,MSCR,0,0,"11, 38",,-75505871,39787879
4096,MARSH RD & FAITH PRES CHURCH,"(39.782377000000054, -75.50622599999997)",1544,MSFA,0,0,"11, 38",,-75506226,39782377
4097,MARKET ST & LEA BLVD,"(39.76131400000003, -75.52102899999994)",56,MSLE,0,0,"13, 31",,-75521029,39761314
4098,MARSH RD @ MAYFIELD RD,"(39.79913000000005, -75.50535399999995)",1536,MSMA,1,0,"11, 38",,-75505354,39799130
4099,MOORES LN & OP MIDFIELD AVE S,"(39.68552600000004, -75.56784899999997)",1662,MSMI,0,0,15,,-75567849,39685526
4100,MARKET ST & SHIPLEY ST/ ROSA PK DR,"(39.737423000000035, -75.55344499999995)",1795,MSML,1,0,"7, 10, 12, 13, 14, 16, 25, 47",,-75553445,39737423
4101,MOORES LN & MONTPELIER BLVD,"(39.68370500000003, -75.56742999999994)",162,MSMO,0,0,15,,-75567430,39683705
4102,MOORES LN & OP PIERSON PL,"(39.68763900000005, -75.56809899999996)",1661,MSPI,0,0,15,,-75568099,39687639
4103,MARSH RD & ROWLAND PARK BVD,"(39.78392500000007, -75.50607599999995)",1543,MSRO,0,0,"11, 38",,-75506076,39783925
4104,MENDELL PL & SAIENNI BLVD,"(39.64198200000004, -75.62234399999994)",2276,MSSA,0,0,25,,-75622344,39641982
4105,MOORES LN & SWEDES ST,"(39.67696900000004, -75.56521999999995)",1672,MSSW,0,0,15,,-75565220,39676969
4106,MARKET SQ & TJ MAXX,"(39.83281200000005, -75.54055299999999)",3059,MSTJ,0,0,"35, 61",,-75540553,39832812
4107,MARKET SQ  & OP TJ MAXX,"(39.83266900000007, -75.54063999999994)",2633,MSTM,0,0,"35, 61",,-75540640,39832669
4108,MARSH RD & WEBSTER DR,"(39.79470100000003, -75.50556799999998)",1537,MSWE,0,0,"11, 38",,-75505568,39794701
4109,MENDELL PL & WERDEN DR,"(39.64455600000008, -75.62066499999997)",2275,MSWR,0,0,25,,-75620665,39644556
4110,SR 299 @ MIDDLETOWN COMMONS SC,"(39.449182000000064, -75.72579399999995)",3725,MTCS,0,0,43,,-75725794,39449182
4111,MERRIMAC AVE @ MIDDLETOWN WALMART,"(39.44630300000006, -75.73958299999998)",3733,MTWM,0,0,43,,-75739583,39446303
4112,S MAIN ST & MUNICIPAL BLDG,"(39.67712100000006, -75.76308399999994)",109,MUNI,1,1,"16, 33",,-75763084,39677121
4113,MOORES LN & OP 12TH ST,"(39.67437700000005, -75.56204299999996)",1751,MW12,0,0,15,,-75562043,39674377
4114,MOORES LN & OP 14TH ST,"(39.67579800000004, -75.56360199999995)",1752,MW14,0,0,15,,-75563602,39675798
4115,MONROE ST OP 35TH ST,"(39.76345500000008, -75.53270999999995)",1595,MW35,0,0,12,,-75532710,39763455
4116,MONROE ST & 37TH ST,"(39.764721000000065, -75.53029599999996)",1594,MW37,1,1,12,,-75530296,39764721
4117,MONROE ST & 39TH ST,"(39.76569800000004, -75.52802399999996)",1593,MW39,0,0,12,,-75528024,39765698
4118,MAIN ST-NEWARK & ACADEMY ST,"(39.68339300000008, -75.74923499999994)",1170,MWAC,0,0,"16, 33, 46",,-75749235,39683393
4119,MOOREHOUSE DR & ANDERSON DR,"(39.70388200000008, -75.55430999999999)",1913,MWAN,0,0,14,,-75554310,39703882
4120,DEL RT 4 & ARGONNE AVE,"(39.712946000000045, -75.64760899999999)",1042,MWAR,0,0,5,,-75647609,39712946
4121,MARYLAND AVE & BANNING ST,"(39.73629400000004, -75.57010599999995)",1015,MWBA,0,0,5,,-75570106,39736294
4122,MEMORIAL DR & BIZARRE DR,"(39.701906000000065, -75.55626799999999)",1883,MWBI,0,0,14,,-75556268,39701906
4123,MARROWS RD & BROOKSIDE DR WB,"(39.66649700000005, -75.72716499999996)",2418,MWBK,0,0,55,,-75727165,39666497
4124,MARYLAND AVE & BOXWOOD RD,"(39.72254900000007, -75.59462499999995)",92,MWBO,0,0,5,,-75594625,39722549
4125,MARYLAND AVE & BROOM ST,"(39.73516600000005, -75.57297399999999)",1016,MWBR,1,1,5,,-75572974,39735166
4126,MOOREHOUSE DR & BUNCHE BLVD,"(39.70882800000004, -75.55818799999997)",1917,MWBU,0,0,14,,-75558188,39708828
4127,MAIN ST-NEWARK & CHAPEL ST,"(39.68373200000008, -75.74537699999996)",1169,MWCH,0,0,"16, 33, 46",,-75745377,39683732
4128,SR 299 @ N CATHERINE ST,"(39.44996400000008, -75.71255299999996)",3015,MWCN,0,0,43,,-75712553,39449964
4129,MILLTOWN RD & OP CRATCHETT RD,"(39.73149600000005, -75.66511099999997)",296,MWCR,0,0,18,,-75665111,39731496
4130,MILLTOWN RD & DUNCAN RD,"(39.74033700000007, -75.64546199999995)",295,MWDU,0,0,18,,-75645462,39740337
4131,MOOREHOUSE DR & BUNCHE BLVD,"(39.70759000000004, -75.55749799999995)",1916,MWEB,0,0,14,,-75557498,39707590
4132,MAIN ST-NEWARK & ELLIOT HALL,"(39.683192000000076, -75.75211999999993)",1171,MWEL,1,1,"16, 33, 46",,-75752120,39683192
4133,MARYLAND AVE & FALLON AVE,"(39.72145400000005, -75.59622099999996)",1024,MWFA,0,0,5,,-75596221,39721454
4134,MARYLAND AVE & HIGHLAND AVE,"(39.717512000000056, -75.60183999999998)",1026,MWFO,0,0,5,,-75601840,39717512
4135,MARYLAND AVE & OP GERMAY DR,"(39.73239200000006, -75.57992199999995)",1019,MWGE,1,1,"5, 9",,-75579922,39732392
4136,MARYLAND AVE & HARRISON ST,"(39.73696000000007, -75.56841999999995)",1014,MWHA,0,0,5,,-75568420,39736960
4137,SR 299 OP SILVER LAKE ROAD,"(39.450698000000045, -75.69923599999998)",3365,MWHC,0,0,43,,-75699236,39450698
4138,MEMORIAL DR & KARLYN DR S,"(39.704128000000026, -75.55810799999995)",1884,MWKA,0,0,14,,-75558108,39704128
4139,MEMORIAL DR & OP LIND AVE,"(39.70005200000003, -75.55351699999994)",193,MWLI,0,0,14,,-75553517,39700052
4140,MONTPELIER BLVD & LUNENBURG DR,"(39.68307100000004, -75.56986799999999)",1664,MWLU,0,0,15,,-75569868,39683071
4141,MARYLAND AVE & MCGOVERN TERR,"(39.73429100000004, -75.57522499999999)",1017,MWMC,0,0,"5, 9",,-75575225,39734291
4142,MILLTOWN RD & OP OAKNOLL RD,"(39.740455000000054, -75.63897299999996)",2491,MWOA,0,0,18,,-75638973,39740455
4143,MILLTOWN RD & OP OWEN DR,"(39.73485900000003, -75.65609999999998)",2498,MWOW,0,0,18,,-75656100,39734859
4144,MEMORIAL DR & PARMA AVE,"(39.707250000000045, -75.56072699999999)",1885,MWPA,0,0,14,,-75560727,39707250
4145,MILLTOWN RD & PECKSNIFF RD,"(39.732413000000065, -75.66158599999994)",2500,MWPE,0,0,18,,-75661586,39732413
4146,MYRTLE AVE & PHILADELPHIA PK,"(39.80415500000004, -75.45366599999994)",721,MWPH,0,0,"31, 61",,-75453666,39804155
4147,MONTPELIER BLVD & POWHATAN RD,"(39.68282400000004, -75.57233599999995)",1665,MWPO,0,0,15,,-75572336,39682824
4148,MARYLAND AVE & RACE ST,"(39.73138200000005, -75.58173599999998)",3875,MWRA,0,0,"5, 9",,-75581736,39731382
4149,MOORES LN @ ROGERS MANOR PARK,"(39.67831200000006, -75.56578499999995)",3267,MWRM,1,1,15,,-75565785,39678312
4150,MAIN ST-NEWPORT & ROYAL AVE,"(39.71381300000007, -75.64551099999994)",1041,MWRO,0,0,5,,-75645511,39713813
4151,MOORES LN & OP SWEDES ST,"(39.67695900000007, -75.56503499999997)",1753,MWSW,0,0,15,,-75565035,39676959
4152,MAIN ST OP TYRE AVE,"(39.68409800000006, -75.74077799999998)",1168,MWTY,0,0,"6, 34, 55",,-75740778,39684098
4153,MARYLAND AVE & VAN BUREN ST,"(39.73771900000003, -75.56647999999996)",1013,MWVA,0,0,5,,-75566480,39737719
4154,MOOREHOUSE DR & ANDERSON DR,"(39.70436300000006, -75.55484299999995)",1914,MWWE,0,0,14,,-75554843,39704363
4155,MILLTOWN RD & YALE RD,"(39.73990800000007, -75.64639499999998)",2494,MWYA,0,0,18,,-75646395,39739908
4156,NEW CASTLE AVE & BOWLERAMA,"(39.701629000000025, -75.55188499999997)",1644,N0BO,0,1,"14, 15",,-75551885,39701629
4157,NEWPORT GAP PK & OP HILLARDS INC,"(39.73117200000007, -75.62511199999994)",1364,N0HI,0,0,9,,-75625112,39731172
4158,NEW CASTLE AVE & LANDERS LN,"(39.688127000000065, -75.55659299999996)",1647,N0LA,0,0,15,,-75556593,39688127
4159,NEWPORT GAP PK & OP MEADOWBRK AVE,"(39.72672200000005, -75.62011199999995)",1362,N0ME,1,0,9,,-75620112,39726722
4160,NEW CASTLE AVE & MOOREHOUSE DR,"(39.70302900000007, -75.55141499999996)",1643,N0MO,0,0,"14, 15",,-75551415,39703029
4161,NAAMANS RD & OP PIN OAK DR,"(39.821259000000055, -75.48021499999999)",1614,N0PI,0,0,61,,-75480215,39821259
4162,NEW CASTLE AVE & OP RODNEY DR,"(39.69132900000005, -75.55545799999999)",1646,N0RD,0,0,15,,-75555458,39691329
4163,NEW CASTLE AVE & OP ROSE LN,"(39.70741300000003, -75.54991899999999)",1641,N0RO,0,0,"14, 15",,-75549919,39707413
4164,US RT 113 EXPRESS ONLY @ SR 16,"(38.80733300000003, -75.43846699999995)",3298,N113,0,0,303,,-75438467,38807333
4165,NEW CASTLE AVE & BUTTONWOOD AVE,"(39.68397100000004, -75.55777199999994)",1749,N1BU,0,0,15,,-75557772,39683971
4166,NEWPORT GAP PIKE & MEADOWBROOK AVE,"(39.72721100000007, -75.62084999999996)",1367,N1ME,0,0,9,,-75620850,39727211
4167,NEW CASTLE AVE & NEW YORK AVE,"(39.72487000000007, -75.54397399999993)",1786,N1NE,0,0,"14, 15",,-75543974,39724870
4168,NEWLINDEN HILLRD & PK CR OFFICE PLA,"(39.73282800000004, -75.68927499999995)",1965,N1PI,0,1,18,,-75689275,39732828
4169,NEW CASTLE AVE & RIZZO AVE,"(39.71028800000005, -75.54863599999999)",1780,N1RI,0,0,"14, 15",,-75548636,39710288
4170,NEW CASTLE AVE & RODNEY DR,"(39.69111400000003, -75.55523299999999)",1773,N1RO,1,1,15,,-75555233,39691114
4171,NEW CASTLE AVE & ROSE LN,"(39.70729400000005, -75.54963899999996)",1778,N1RS,1,1,"14, 15",,-75549639,39707294
4172,NANTICOKE HOSPITAL AT MIDDLEFORD RD,"(38.64226700000006, -75.60540599999996)",463,NANT,0,0,903,,-75605406,38642267
4173,NAAMANS RD & AMETHYST DR,"(39.82893100000007, -75.52916299999998)",3017,NEAM,0,0,61,,-75529163,39828931
4174,NEW ST & BANK LN,"(39.155290000000036, -75.52730799999995)",2694,NEBA,0,0,109,,-75527308,39155290
4175,NEW ST & BANK LN,"(39.15562200000005, -75.52758999999998)",2711,NEBK,0,0,109,,-75527590,39155622
4176,NAAMANS RD @ OP BALLYMEADE,"(39.82327900000007, -75.49150899999995)",3613,NEBM,0,0,61,,-75491509,39823279
4177,NAAMANS RD & OP TROTTERS DR,"(39.829143000000045, -75.53101499999997)",3016,NEBR,1,0,61,,-75531015,39829143
4178,NAAMANS RD @ BRANDYWOOD DR,"(39.827018000000066, -75.51597299999997)",3611,NEBW,0,0,61,,-75515973,39827018
4179,NAAMANS RD & CARPENTER RD PNR,"(39.819214000000045, -75.46635999999995)",1617,NECA,1,1,61,,-75466360,39819214
4180,NEW CASTLE AVE OP FAMILY COURT BLDG,"(39.15687200000008, -75.51557799999995)",3615,NEFC,0,0,107,,-75515578,39156872
4181,NAAMANS RD & F&N SHOP CENTER,"(39.824159000000066, -75.49722299999996)",2078,NEFN,0,0,61,,-75497223,39824159
4182,NEW LINDEN HILL & HENDERSON HILL R,"(39.720953000000065, -75.70553199999995)",1953,NEHE,0,0,18,,-75705532,39720953
4183,NEW CASTLE AVE OP KENT AVE,"(39.155894000000046, -75.51412999999997)",3614,NEKA,0,0,107,,-75514130,39155894
4184,NAAMANS & KIRKWOOD FITNESS,"(39.82290300000005, -75.48923299999996)",3260,NEKF,0,0,61,,-75489233,39822903
4185,NEWPORT GAP PK & KIRKWOOD HWY,"(39.735393000000045, -75.63005299999998)",1228,NEKI,0,0,6,,-75630053,39735393
4186,NEW ST & LOOCKERMAN ST,"(39.15696500000007, -75.52810799999997)",2710,NELO,0,0,109,,-75528108,39156965
4187,NAAMANS RD & MARILYN DR,"(39.82084100000003, -75.47797199999997)",1615,NEMA,0,0,61,,-75477972,39820841
4188,NOR ESKRIDGE PWY AT US13  MCDONALDS,"(38.65277200000003, -75.59629399999994)",2973,NEMC,0,0,"212, 903",,-75596294,38652772
4189,NAAMANS RD & MERRIBROOK RD,"(39.82000300000004, -75.47127699999999)",1616,NEME,0,0,61,,-75471277,39820003
4190,NAAMANS RD @ MOUSLEY PL,"(39.826009000000056, -75.50959299999994)",3612,NEMO,0,0,61,,-75509593,39826009
4191,NEW ST & NORTH ST,"(39.156355000000076, -75.52770899999996)",2695,NENO,0,0,109,,-75527709,39156355
4192,NAAMANS RD & PERRY PL,"(39.82868300000007, -75.54268499999995)",870,NEPE,1,0,2,,-75542685,39828683
4193,NEW LINDEN HILL RD& LINDEN PARK,"(39.73553400000003, -75.69016899999997)",206,NEPI,0,0,18,,-75690169,39735534
4194,NEW LINDEN HILL & OP QUARRY LN,"(39.71951900000005, -75.70772999999997)",1952,NEQU,0,0,18,,-75707730,39719519
4195,NEW CASTLE AVE & RIVER RD,"(39.152738000000056, -75.51526199999995)",374,NERI,1,1,107,,-75515262,39152738
4196,NEWARK TRAIN STA & ONSITE,"(39.669575000000066, -75.75379099999998)",339,NERR,1,1,"59, 302",,-75753791,39669575
4197,NAAMANS RD & OP EBRIGHT RD,"(39.828228000000024, -75.52418899999998)",2635,NESH,0,0,61,,-75524189,39828228
4198,NEW LINDEN HILL RD & SKYLINE DR,"(39.72744400000005, -75.69210599999997)",1964,NESK,0,0,18,,-75692106,39727444
4199,NAAMANS RD @ SMITH LA,"(39.82796500000006, -75.52189399999997)",3610,NESM,0,0,61,,-75521894,39827965
4200,NAAMANS RD & OP SOCIETY DR,"(39.818350000000066, -75.46265699999998)",1618,NESO,0,0,61,,-75462657,39818350
4201,NEW LINDEN HILL RD @ RIDING BLVD,"(39.73799400000007, -75.69002899999998)",3227,NESR,1,1,18,,-75690029,39737994
4202,SHOPS AT NAAMANS RD,"(39.82975700000003, -75.53640699999994)",2634,NEST,1,0,"35, 61",,-75536407,39829757
4203,NEW CASTLE AVE & OP SUSSEX AVE,"(39.15436900000003, -75.51467399999996)",576,NESU,0,0,107,,-75514674,39154369
4204,NEW LINDEN HILL & VIDERE DR,"(39.723403000000076, -75.69600699999995)",1955,NEVI,0,0,18,,-75696007,39723403
4205,SR 299 OP NEW ST,"(39.45003000000003, -75.70788099999999)",3727,NEWO,0,0,43,,-75707881,39450030
4206,SR 299 @ NEW ST,"(39.45016700000008, -75.70837799999998)",3731,NEWS,0,0,43,,-75708378,39450167
4207,NANTICOKE HEALTH PAV,"(38.66265200000004, -75.60202399999997)",3955,NHPA,0,0,903,,-75602024,38662652
4208,NIMITZ RD BTWN #337&345,"(39.174641000000065, -75.51141699999994)",625,NI33,0,0,108,,-75511417,39174641
4209,NIMITZ RD & HARRISON DR,"(39.173099000000036, -75.51041999999995)",2818,NIHA,0,0,108,,-75510420,39173099
4210,NIMITZ RD & OP MCDOWELL DR,"(39.17681900000008, -75.51376899999997)",626,NIMC,0,0,108,,-75513769,39176819
4211,NIMITZ RD & MCDOWELL DR,"(39.176863000000026, -75.51407699999999)",2912,NIMD,0,0,108,,-75514077,39176863
4212,NIMITZ RD & TOWNSEND BLVD,"(39.178323000000034, -75.51574699999998)",627,NITO,0,0,108,,-75515747,39178323
4213,NIMITZ RD & WHITE OAK RD,"(39.17306700000006, -75.51016799999996)",584,NIWH,0,0,108,,-75510168,39173067
4214,NORTHEAST BLVD & 12TH ST,"(39.74368300000003, -75.53640599999994)",2206,NN12,0,0,4,,-75536406,39743683
4215,NEW CASTLE AVE & A ST,"(39.72991200000007, -75.54270999999994)",1789,NN1A,0,0,15,,-75542710,39729912
4216,NEW CASTLE AVE & B ST,"(39.72859900000003, -75.54307299999994)",1788,NN1B,0,0,"14, 15",,-75543073,39728599
4217,NEW CASTLE AVE & C ST,"(39.72747400000003, -75.54337699999996)",1787,NN1C,1,1,"14, 15",,-75543377,39727474
4218,NORTHEAST BLVD & 23RD ST,"(39.74735500000003, -75.52994399999994)",2209,NN23,0,0,4,,-75529944,39747355
4219,NORTHEAST BLVD & 25TH ST,"(39.74853100000007, -75.52873799999998)",2210,NN25,0,0,4,,-75528738,39748531
4220,NORTHEAST BLVD & 27TH ST,"(39.74972900000006, -75.52742899999998)",76,NN27,0,0,"4, 14",,-75527429,39749729
4221,NORTHEAST BLVD & 30TH ST,"(39.75184200000007, -75.52515599999998)",922,NN30,0,0,"4, 14",,-75525156,39751842
4222,NEW CASTLE AVE & ALBANY AVE,"(39.72109300000005, -75.54507299999995)",1784,NNAL,0,0,"14, 15",,-75545073,39721093
4223,NEW CASTLE AVE & OP BURTON AVE,"(39.679039000000046, -75.55948999999998)",1745,NNBU,0,0,15,,-75559490,39679039
4224,NEW CASTLE AVE & CHERRY LANE,"(39.692874000000074, -75.55460499999998)",176,NNCH,1,1,15,,-75554605,39692874
4225,NEW CASTLE AVE & OP CLAYMONT ST,"(39.72305400000005, -75.54453599999994)",1785,NNCL,0,0,"14, 15",,-75544536,39723054
4226,NEW CASTLE AVE & DOVER AVE,"(39.719445000000064, -75.54555999999997)",1783,NNDO,0,0,"14, 15",,-75545560,39719445
4227,NORTHEAST BLVD & OP EASTLAWN AVE,"(39.75286500000004, -75.52312399999994)",925,NNEA,0,0,"4, 14",,-75523124,39752865
4228,NEW CASTLE AVE & HOLCOMB LN,"(39.67988600000007, -75.55924099999999)",1746,NNHA,0,0,15,,-75559241,39679886
4229,NORTHEAST BLVD & HEALD ST,"(39.74484700000005, -75.53360299999997)",2207,NNHE,0,0,4,,-75533603,39744847
4230,NEW CASTLE AVE & HILLVIEW AVE,"(39.702676000000054, -75.55121599999995)",1776,NNHI,0,0,"14, 15",,-75551216,39702676
4231,NEW CASTLE AVE & JACQUETTE SQ,"(39.681906000000026, -75.55842499999994)",1748,NNJA,0,0,15,,-75558425,39681906
4232,NEW CASTLE AVE & LAMBSONS LN,"(39.705317000000036, -75.55030799999997)",1777,NNLA,0,0,"14, 15",,-75550308,39705317
4233,NEW CASTLE AVE & LOBDELL ST,"(39.73111300000005, -75.54236599999996)",1790,NNLO,0,0,"8, 15",,-75542366,39731113
4234,NEW CASTLE AVE & MAY AVE,"(39.68591800000007, -75.55707899999999)",1750,NNMA,0,0,15,,-75557079,39685918
4235,NEW CASTLE AVE & MEMORIAL DR,"(39.69976400000007, -75.55221799999998)",1774,NNME,0,1,"14, 15",,-75552218,39699764
